Interactor 1 Gene symbol,Interactor 1 HPRD id,Interactor 1 RefSeq id,Interactor 2 Gene symbol,Interactor 2 HPRD id,Interactor 2 RefSeq id,"Experiment type (in vivo, in vitro and yeast 2-hybrid)"
DSN1,16455,NP_079194.3,PMF1,11441,NP_009152.2,in vivo
COPS7A,16736,NP_057403.1,PMF1,11441,NP_009152.2,yeast 2-hybrid
POLD2,15982,NP_006221.1,POLD3,11446,NP_006582.1,in vivo
PPFIA1,11451,NP_003617.1,PPFIA1,11451,NP_003617.1,in vitro
CDH11,08960,NP_001788.2,CTNNB1,00286,NP_001895.1,in vivo
RAB11FIP4,11466,NP_116321.2,RAB11FIP4,11466,NP_116321.2,in vitro
RAB11FIP5,16117,NP_056285.1,RAB11FIP4,11466,NP_116321.2,in vitro
RAB11FIP4,11466,NP_116321.2,RAB11FIP3,18521,NP_055515.1,in vitro
RPH3A,15273,NP_001137326.1,RAB15,11467,NP_941959.1,in vitro
EXOSC6,12107,NP_478126.1,RAB3GAP2,11471,NP_036546.2,yeast 2-hybrid
RAB3GAP1,16002,NP_036365.1,RAB3GAP2,11471,NP_036546.2,in vivo
NCOA2,09066,NP_006531.1,CTNNB1,00286,NP_001895.1,in vivo
GGA1,12078,NP_037497.1,RABGEF1,11477,BAC87138.1,in vitro
CEP57,16261,NP_055494.2,UIMC1,11482,NP_057374.3,in vivo;yeast 2-hybrid
MEGF10,14384,NP_115822.1,SART3,11532,NP_055521.1,yeast 2-hybrid
PHC1,16009,NP_004417.2,SCMH1,11540,AAH09752.1,in vitro
EXOC7,16292,NP_001138769.1,EXOC2,11544,NP_060773.3,in vitro;in vivo;yeast 2-hybrid
RUVBL1,09143,NP_003698.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo
CLK4,12140,NP_065717.1,SFRS16,11552,NP_008987.2,in vitro;in vivo;yeast 2-hybrid
NRXN1,11858,NP_001129131.1,SIPA1L1,11559,NP_056371.1,yeast 2-hybrid
BRSK2,11611,BAD18671.1,WEE1,01907,NP_003381.1,in vitro
STK35,11612,NP_543026.2,STK35,11612,NP_543026.2,in vitro;yeast 2-hybrid
MOBKL1B,14727,NP_060691.2,STRN3,11613,NP_001077362.1,in vivo
CTNND2,09181,NP_001323.1,CTNNB1,00286,NP_001895.1,in vivo
STRN3,11613,NP_001077362.1,CALM1,00241,NP_008819.1,in vitro;in vivo
SYT14,11617,NP_694994.2,SYT14,11617,NP_694994.2,in vitro;in vivo
SYT16,15461,NP_114120.2,SYT14,11617,NP_694994.2,in vitro;in vivo
SYT9,11618,NP_783860.1,SYT9,11618,NP_783860.1,in vitro
NRXN1,11858,NP_001129131.1,SYT9,11618,NP_783860.1,in vitro
TAOK3,11620,NP_057365.3,TAOK3,11620,NP_057365.3,in vitro
CABLES1,16461,NP_001094089.1,TDRD7,11626,NP_055105.2,in vitro;in vivo;yeast 2-hybrid
MED28,14381,NP_079481.2,MED30,11631,NP_542382.1,in vitro;in vivo;yeast 2-hybrid
CTNNA3,09639,NP_037398.2,CTNNB1,00286,NP_001895.1,in vivo
MED9,14383,NP_060489.1,MED30,11631,NP_542382.1,in vitro
ATP6V1D,16524,NP_057078.1,TOMM34,11641,NP_006800.2,in vitro;yeast 2-hybrid
TOMM34,11641,NP_006800.2,RAB11FIP3,18521,NP_055515.1,in vitro;yeast 2-hybrid
TOPORS,11642,NP_005793.2,TOPORS,11642,NP_005793.2,in vitro;yeast 2-hybrid
TREML1,11645,NP_835468.1,TREML1,11645,NP_835468.1,in vivo
CBY1,09676,NP_056188.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo
UACA,11657,NP_060473.2,CELSR3,09179,NP_001398.2,yeast 2-hybrid
SAE1,18010,NP_005491.1,UBA2,11658,NP_005490.1,in vitro;in vivo
MED9,14383,NP_060489.1,USP47,11668,NP_060414.3,in vitro
VEZT,11671,NP_060069.3,VEZT,11671,NP_060069.3,in vitro;in vivo;yeast 2-hybrid
VPS37A,13410,NP_689628.2,VPS28,11675,NP_898880.1,in vitro;in vivo;yeast 2-hybrid
GLCCI1,17043,NP_612435.1,VPS28,11675,NP_898880.1,in vitro;in vivo
CHMP1B,12106,NP_065145.2,VPS4A,11676,NP_037377.1,in vitro;in vivo;yeast 2-hybrid
CTNNBIP1,09677,NP_064633.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo;yeast 2-hybrid
VPS4B,15653,NP_004860.2,VPS4A,11676,NP_037377.1,yeast 2-hybrid
CHMP4A,16597,NP_054888.2,VPS4A,11676,NP_037377.1,in vivo;yeast 2-hybrid
CHMP4B,16642,NP_789782.1,VPS4A,11676,NP_037377.1,in vivo;yeast 2-hybrid
KHDRBS2,13775,NP_689901.2,YTHDC1,11689,AAH41119.1,in vitro;in vivo;yeast 2-hybrid
MEGF10,14384,NP_115822.1,SCAPER,11704,NP_065894.2,yeast 2-hybrid
SCAPER,11704,NP_065894.2,CELSR3,09179,NP_001398.2,yeast 2-hybrid
ZNF33A,11710,NP_008885.1,ZNF33A,11710,NP_008885.1,in vitro;in vivo;yeast 2-hybrid
-,11791,NP_057737.2,ZNF33A,11710,NP_008885.1,in vitro;in vivo;yeast 2-hybrid
APC2,09802,NP_005874.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo
REM1,15237,NP_054731.2,CACNB1,11743,NP_000714.3,in vivo
CDA,11744,NP_001776.1,CDA,11744,NP_001776.1,in vitro
EEF1G,11745,NP_001395.1,EEF1G,11745,NP_001395.1,in vitro;yeast 2-hybrid
CDH16,11929,NP_004053.1,CTNNB1,00286,NP_001895.1,in vivo
MUC7,11759,NP_689504.2,MUC7,11759,NP_689504.2,in vitro
GALNT10,12157,NP_938080.1,MUC7,11759,NP_689504.2,in vitro
GALNT14,12194,NP_078848.2,MUC7,11759,NP_689504.2,in vitro
GALNT12,13561,NP_078918.3,MUC7,11759,NP_689504.2,in vitro
ZBTB16,11762,NP_005997.2,ZBTB16,11762,NP_005997.2,in vitro;in vivo;yeast 2-hybrid
ZBTB32,12055,NP_055198.1,ZBTB16,11762,NP_005997.2,in vivo;yeast 2-hybrid
TRHR,11767,NP_003292.1,TRHR,11767,NP_003292.1,in vitro;in vivo
S100A4,15914,NP_002952.1,TPM2,11768,NP_003280.2,in vitro
HNF1A,00800,NP_000536.5,STAT3,00026,NP_644805.1,in vivo
CDH7,12049,NP_004352.2,CTNNB1,00286,NP_001895.1,in vivo
TNNI3,11769,NP_000354.4,TNNI3,11769,NP_000354.4,in vitro
PKD2L1,16063,NP_057196.2,TNNI3,11769,NP_000354.4,in vitro;in vivo;yeast 2-hybrid
TNNI3K,18208,NP_001106279.1,TNNI3,11769,NP_000354.4,in vivo;yeast 2-hybrid
-,12257,NP_001136157.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo;yeast 2-hybrid
KHK,11774,NP_000212.1,KHK,11774,NP_000212.1,in vitro
-,11791,NP_057737.2,-,11791,NP_057737.2,in vivo
WBP11,18293,NP_057396.1,PPP1CB,11792,NP_002700.1,in vitro;in vivo;yeast 2-hybrid
GABPB1,15975,NP_005245.2,GABPA,11793,NP_002031.2,in vitro;in vivo
TAF6,11807,NP_005632.1,TAF4,11797,NP_003176.2,in vitro;in vivo
BOC,12280,AAQ88694.1,CTNNB1,00286,NP_001895.1,in vivo
TAF5,11876,NP_008882.2,TAF4,11797,NP_003176.2,in vitro;in vivo
TAF10,15972,NP_006275.1,TAF4,11797,NP_003176.2,in vitro;in vivo
TAF11,15980,NP_005634.1,TAF4,11797,NP_003176.2,in vitro;in vivo
TAF12,15981,NP_005635.1,TAF4,11797,NP_003176.2,in vitro;in vivo
TAF9,15983,NP_003178.1,TAF4,11797,NP_003176.2,in vitro;in vivo
TAF8,18167,NP_612639.2,TAF4,11797,NP_003176.2,in vitro;in vivo
EAF1,12209,NP_149074.3,ELL2,11798,NP_036213.2,in vivo
TAF6,11807,NP_005632.1,TAF6,11807,NP_005632.1,in vitro;in vivo
TAF5,11876,NP_008882.2,TAF6,11807,NP_005632.1,in vitro;in vivo
TAF10,15972,NP_006275.1,TAF6,11807,NP_005632.1,in vitro;in vivo
CDH24,13019,NP_071923.2,CTNNB1,00286,NP_001895.1,in vivo
TAF11,15980,NP_005634.1,TAF6,11807,NP_005632.1,in vitro;in vivo
TAF12,15981,NP_005635.1,TAF6,11807,NP_005632.1,in vitro;in vivo
TAF9,15983,NP_003178.1,TAF6,11807,NP_005632.1,in vitro;in vivo
TAF8,18167,NP_612639.2,TAF6,11807,NP_005632.1,in vitro;in vivo
CRCP,12089,NP_055293.1,CALCRL,11809,NP_005786.1,in vivo
SYT7,11965,NP_004191.2,STX2,11816,NP_919337.1,in vitro
GAD1,12011,NP_000808.2,GAD2,11817,NP_000809.1,in vivo
GNG4,11978,NP_004476.1,GNB2,11820,NP_005264.2,in vitro;yeast 2-hybrid
GNG13,12116,NP_057625.1,GNB2,11820,NP_005264.2,in vitro;in vivo
CDH9,13021,NP_057363.3,CTNNB1,00286,NP_001895.1,in vivo
GNG12,13592,NP_061329.3,GNB2,11820,NP_005264.2,in vivo
NAP1L4,11873,NP_005960.1,HIST2H4A,11821,NP_003539.1,in vitro
BCAP29,16541,NP_001008405.1,IGHD,11823,AAH63384.1,in vitro;in vivo
SPINK7,16850,NP_115955.1,MT1G,11827,NP_005941.1,yeast 2-hybrid
MUC2,11828,NP_002448.2,MUC2,11828,NP_002448.2,in vitro
GALNT14,12194,NP_078848.2,MUC2,11828,NP_002448.2,in vitro
GALNT12,13561,NP_078918.3,MUC2,11828,NP_002448.2,in vitro
GALNT11,13560,NP_071370.2,MUC4,11829,NP_060876.5,in vitro
PTS,11840,NP_000308.1,PTS,11840,NP_000308.1,in vitro;in vivo;yeast 2-hybrid
AJAP1,15339,NP_061324.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo
FNDC5,17009,NP_715637.1,PTS,11840,NP_000308.1,in vivo;yeast 2-hybrid
KLRC4,16008,NP_038459.1,MICA,11853,NP_000238.1,in vitro;in vivo
KLRK1,17240,NP_031386.2,MICA,11853,NP_000238.1,in vitro
GRIN1,15926,NP_015566.1,CTNNB1,00286,NP_001895.1,in vivo
SYT7,11965,NP_004191.2,NRXN1,11858,NP_001129131.1,in vitro
NXPH2,11983,NP_009157.1,NRXN1,11858,NP_001129131.1,in vitro
SYT13,12128,NP_065877.1,NRXN1,11858,NP_001129131.1,in vitro
SYTL1,12156,AAK67636.1,NRXN1,11858,NP_001129131.1,in vitro
MYO16,14795,NP_055826.1,NRXN1,11858,NP_001129131.1,yeast 2-hybrid
RPH3A,15273,NP_001137326.1,NRXN1,11858,NP_001129131.1,in vitro
SYTL3,15462,NP_001009991.2,NRXN1,11858,NP_001129131.1,in vitro
SDCBP2,18032,NP_536737.3,NRXN1,11858,NP_001129131.1,yeast 2-hybrid
MAGI2,16212,NP_036433.2,CTNNB1,00286,NP_001895.1,in vivo
KLHL20,13918,NP_055273.2,ECT2,11860,NP_060568.3,yeast 2-hybrid
P4HA2,11862,NP_004190.1,P4HA2,11862,NP_004190.1,in vivo
TAF13,11864,CAA58827.1,TAF13,11864,CAA58827.1,in vitro
TAF10,15972,NP_006275.1,TAF13,11864,CAA58827.1,in vitro;in vivo;yeast 2-hybrid
TAF11,15980,NP_005634.1,TAF13,11864,CAA58827.1,in vitro;in vivo
DIO3,11867,NP_001353.4,DIO3,11867,NP_001353.4,in vivo
RND1,12357,NP_055285.1,PLXNA1,11868,NP_115618.3,in vitro
CAPZA3,12282,NP_201585.1,CAPZA2,11871,NP_006127.1,in vitro
MCHR1,11874,NP_005288.3,MCHR1,11874,NP_005288.3,in vitro
ZMYND19,15743,NP_612471.1,MCHR1,11874,NP_005288.3,in vitro;yeast 2-hybrid
NEURL2,16353,NP_542787.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo;yeast 2-hybrid
TAF10,15972,NP_006275.1,TAF5,11876,NP_008882.2,in vitro;in vivo
TAF11,15980,NP_005634.1,TAF5,11876,NP_008882.2,in vitro;in vivo
TAF12,15981,NP_005635.1,TAF5,11876,NP_008882.2,in vitro;in vivo
TAF9,15983,NP_003178.1,TAF5,11876,NP_008882.2,in vitro;in vivo
TAF8,18167,NP_612639.2,TAF5,11876,NP_008882.2,in vitro;in vivo
TBL1XR1,15476,NP_078941.2,GPS2,11878,NP_004480.1,in vitro
MAPKAPK2,11882,NP_116584.2,HNRNPA0,17112,NP_006796.1,in vitro
MAPK14,02619,NP_001306.1,MAPKAPK2,11882,NP_116584.2,in vitro;in vivo;yeast 2-hybrid
MAPKAPK2,11882,NP_116584.2,MAPKAPK2,11882,NP_116584.2,in vivo
CDON,16372,NP_058648.4,CTNNB1,00286,NP_001895.1,in vivo
NEDD9,11888,NP_006394.1,NEDD9,11888,NP_006394.1,in vitro;in vivo;yeast 2-hybrid
ELSPBP1,12119,NP_071425.2,NEDD9,11888,NP_006394.1,yeast 2-hybrid
DIMT1L,13676,NP_055288.1,NEDD9,11888,NP_006394.1,yeast 2-hybrid
TRPC3,15999,NP_001124170.1,TRPC1,11894,NP_003295.1,in vivo
HIST1H3C,11906,NP_003522.1,HIST1H3C,11906,NP_003522.1,in vitro
ASF1A,16459,NP_054753.1,HIST1H3C,11906,NP_003522.1,in vitro;yeast 2-hybrid
ASF1B,16460,NP_060624.1,HIST1H3C,11906,NP_003522.1,in vitro;in vivo
TBL1XR1,15476,NP_078941.2,HIST1H4F,11915,NP_003531.1,in vitro
IL2RB,00896,NP_000869.1,STAT3,00026,NP_644805.1,in vivo
SOX17,18085,NP_071899.1,CTNNB1,00286,NP_001895.1,in vitro;in vivo
ASF1A,16459,NP_054753.1,HIST1H4F,11915,NP_003531.1,in vitro;yeast 2-hybrid
ASF1B,16460,NP_060624.1,HIST1H4F,11915,NP_003531.1,in vitro;in vivo
SYNGAP1,16018,NP_006763.2,ULK1,11933,NP_003556.1,in vitro;in vivo;yeast 2-hybrid
GABARAPL2,16246,NP_009216.1,ULK1,11933,NP_003556.1,in vitro;yeast 2-hybrid
RHPN1,17973,NP_443156.2,CNKSR1,11937,AAH11604.1,in vitro;in vivo
ATXN1,03333,NP_000323.2,CIC,10831,NP_055940.3,in vitro;in vivo;yeast 2-hybrid
KLRC4,16008,NP_038459.1,RAE1,11939,NP_003601.1,in vitro
MAL2,14351,NP_443118.1,TPD52L2,11947,NP_955392.1,in vitro;yeast 2-hybrid
STX3,15985,NP_004168.1,SYT7,11965,NP_004191.2,in vitro
STX3,15985,NP_004168.1,SNAP29,11968,NP_004773.1,in vitro;yeast 2-hybrid
MAPKAPK2,11882,NP_116584.2,ARPC5,11969,NP_005708.1,in vitro
CIDEB,11981,NP_055245.2,CIDEB,11981,NP_055245.2,in vivo
CTNNB1,00286,NP_001895.1,CHD8,16712,NP_065971.2,in vitro
OTOG,11982,BAC87330.1,OTOG,11982,BAC87330.1,in vivo
GTF3C5,16077,NP_001116295.1,GTF3C3,11997,NP_036218.1,in vitro;in vivo
POLR3F,15156,NP_006457.2,GTF3C4,11998,NP_036336.2,in vitro;in vivo
GTF3C5,16077,NP_001116295.1,GTF3C4,11998,NP_036336.2,in vitro;in vivo
POLR3C,17880,NP_006459.3,GTF3C4,11998,NP_036336.2,in vitro;in vivo
-,12257,NP_001136157.1,SHC3,12005,NP_058544.3,in vitro;in vivo
NT5M,12009,NP_064586.1,NT5M,12009,NP_064586.1,in vitro
CTNNB1,00286,NP_001895.1,TAX1BP3,18160,NP_055419.1,in vitro;in vivo;yeast 2-hybrid
TMED2,17984,NP_006806.1,TMED10,12013,NP_006818.3,in vitro;in vivo
MAPK8IP3,12014,NP_055948.2,MAPK8IP3,12014,NP_055948.2,in vitro
KLC2,13917,NP_073733.1,MAPK8IP3,12014,NP_055948.2,in vitro;in vivo;yeast 2-hybrid
SIGIRR,12018,NP_068577.2,SIGIRR,12018,NP_068577.2,in vivo
IL23A,12026,NP_057668.1,IL23A,12026,NP_057668.1,in vivo
IL23R,16249,NP_653302.2,IL23A,12026,NP_057668.1,in vitro;in vivo
ANXA2,01061,NP_001002858.1,CTSB,00287,NP_680090.1,in vivo
TAF9,15983,NP_003178.1,SF3B3,12027,NP_036558.3,in vitro
SFRS12,18043,NP_001070667.1,SF3B3,12027,NP_036558.3,in vitro;in vivo;yeast 2-hybrid
CENPH,12029,NP_075060.1,CENPH,12029,NP_075060.1,in vitro;in vivo
RIT2,15253,NP_002921.1,RGL1,12032,NP_055964.3,in vitro
BLOC1S2,12526,NP_776170.2,CNO,12035,NP_060836.1,yeast 2-hybrid
PLDN,16055,NP_036520.1,CNO,12035,NP_060836.1,yeast 2-hybrid
CTSB,00287,NP_680090.1,ACAN,01123,NP_037359.3,in vitro
NPDC1,12048,NP_056207.3,NPDC1,12048,NP_056207.3,in vitro
CDH7,12049,NP_004352.2,CDH7,12049,NP_004352.2,in vivo
CDH9,13021,NP_057363.3,CDH7,12049,NP_004352.2,in vivo
MAPRE2,16157,NP_055083.1,CLASP2,12054,NP_055912.1,in vitro;in vivo
MYLIP,17621,NP_037394.2,CNPY2,12056,NP_055070.1,in vitro;in vivo;yeast 2-hybrid
CTSB,00287,NP_680090.1,INS,01455,NP_000198.1,in vitro
RGS1,15968,NP_002913.3,GDE1,12070,NP_057725.1,yeast 2-hybrid
MPHOSPH6,16111,NP_005783.2,SNX9,12072,NP_057308.1,yeast 2-hybrid
SNX9,12072,NP_057308.1,TNK2,06104,NP_001010938.1,in vitro;in vivo
GGA1,12078,NP_037497.1,GGA1,12078,NP_037497.1,in vitro;in vivo;yeast 2-hybrid
CCDC91,16905,NP_060788.3,GGA1,12078,NP_037497.1,in vitro;in vivo
TH1L,16096,NP_945327.1,WHSC2,12080,NP_005654.3,in vitro
SNX6,12086,NP_689419.2,SNX6,12086,NP_689419.2,in vitro;in vivo
CRCP,12089,NP_055293.1,CRCP,12089,NP_055293.1,in vitro
CTSB,00287,NP_680090.1,REN,01564,NP_000528.1,in vitro;in vivo
EXOSC6,12107,NP_478126.1,EXOSC6,12107,NP_478126.1,yeast 2-hybrid
DCP1B,13124,AAN62764.1,EXOSC6,12107,NP_478126.1,yeast 2-hybrid
SKIV2L2,13777,NP_056175.3,EXOSC6,12107,NP_478126.1,in vivo;yeast 2-hybrid
EXOSC10,16180,NP_001001998.1,EXOSC6,12107,NP_478126.1,yeast 2-hybrid
EXOSC6,12107,NP_478126.1,EXOSC4,16221,NP_061910.1,in vivo
EXOSC6,12107,NP_478126.1,EXOSC5,16222,NP_064543.3,in vivo
CSTA,01697,NP_005204.1,CTSB,00287,NP_680090.1,in vitro;in vivo
CACHD1,13874,NP_065976.2,ZMIZ1,12115,NP_065071.1,yeast 2-hybrid
TBC1D4,18164,NP_055647.2,ZMIZ1,12115,NP_065071.1,yeast 2-hybrid
MED25,14380,NP_112235.2,MED15,12117,NP_001003891.1,in vivo
TIMM23,16089,NP_006318.1,TIMM50,12118,NP_001001563.1,in vitro
TRIM6,12123,NP_001003818.1,TRIM6,12123,NP_001003818.1,in vitro;in vivo;yeast 2-hybrid
KCNC1,15936,NP_001106212.1,KCNV2,12126,NP_598004.1,yeast 2-hybrid
CAMK2B,12127,NP_001211.3,CAMK2B,12127,NP_001211.3,in vitro
CAMK2N2,16377,NP_150284.1,CAMK2B,12127,NP_001211.3,in vitro;in vivo;yeast 2-hybrid
CSTB,03091,NP_000091.1,CTSB,00287,NP_680090.1,in vitro;in vivo
ABCG4,12130,NP_071452.2,ABCG4,12130,NP_071452.2,in vitro;in vivo
DERL1,12302,NP_077271.1,-,12133,NP_060915.2,in vitro;in vivo
CLK4,12140,NP_065717.1,CLK4,12140,NP_065717.1,yeast 2-hybrid
COX4I2,12143,NP_115998.2,COX4I2,12143,NP_115998.2,in vitro
NAGPA,12145,NP_057340.2,NAGPA,12145,NP_057340.2,in vitro
IL2RA,00986,NP_000408.1,STAT3,00026,NP_644805.1,in vivo
CST7,04458,NP_003641.3,CTSB,00287,NP_680090.1,in vitro
SPOCK3,12147,NP_058646.2,SPOCK2,12146,NP_055582.1,in vitro
DDX56,12154,NP_061955.1,DDX56,12154,NP_061955.1,in vitro
ZNF408,18338,NP_079017.1,DDX56,12154,NP_061955.1,yeast 2-hybrid
NUP37,14853,NP_076962.2,NUP43,12174,NP_078923.3,in vivo
CST3,05056,NP_000090.1,CTSB,00287,NP_680090.1,in vitro
PIAS1,16029,NP_057250.1,SATB2,12178,NP_056080.1,in vitro;in vivo
EXOC7,16292,NP_001138769.1,EXOC4,12185,NP_068579.3,in vitro
DLGAP4,16826,NP_055717.2,EXOC4,12185,NP_068579.3,in vitro;in vivo
EXOSC3,16220,NP_057126.2,CDK5RAP1,12189,NP_057492.2,yeast 2-hybrid
RRAGC,12198,NP_071440.1,RRAGC,12198,NP_071440.1,in vitro
SERPINB13,05118,NP_036529.1,CTSB,00287,NP_680090.1,in vitro
CHST15,12203,NP_056976.2,RRAGD,12199,NP_067067.1,in vivo
GRHL3,12210,NP_067003.2,GRHL3,12210,NP_067003.2,in vitro
GRHL1,18176,NP_055367.2,GRHL3,12210,NP_067003.2,in vitro;yeast 2-hybrid
RAD9B,12221,NP_689655.3,RAD9B,12221,NP_689655.3,in vivo
HUS1B,13722,NP_683762.2,RAD9B,12221,NP_689655.3,in vivo
MARCKS,07519,NP_002347.5,CTSB,00287,NP_680090.1,in vitro
CDK14,15121,NP_036527.1,SEPT8,12228,NP_001092281.1,in vivo;yeast 2-hybrid
ASF1A,16459,NP_054753.1,TLK1,12232,BAA20562.1,in vitro;in vivo;yeast 2-hybrid
ASF1B,16460,NP_060624.1,TLK1,12232,BAA20562.1,in vitro;in vivo;yeast 2-hybrid
ATXN1,03333,NP_000323.2,ZC3H7B,06711,NP_060060.3,yeast 2-hybrid
PTBP2,12233,NP_067013.1,PTBP2,12233,NP_067013.1,in vivo
CBX7,12234,NP_783640.1,CBX7,12234,NP_783640.1,in vitro
POLR2J,16038,NP_006225.1,AATF,12236,NP_036270.1,in vitro;in vivo;yeast 2-hybrid
MPHOSPH6,16111,NP_005783.2,AATF,12236,NP_036270.1,yeast 2-hybrid
ST6GAL2,12237,NP_115917.1,ST6GAL2,12237,NP_115917.1,in vivo
HIBADH,12238,NP_689953.1,HIBADH,12238,NP_689953.1,in vitro
CTSB,00287,NP_680090.1,PLAU,01883,NP_002649.1,in vivo
CD244,16121,NP_057466.1,SH2D1B,12248,NP_444512.2,in vitro;in vivo;yeast 2-hybrid
MEGF10,14384,NP_115822.1,-,12257,NP_001136157.1,yeast 2-hybrid
CAMK2N2,16377,NP_150284.1,-,12257,NP_001136157.1,in vitro
VPS16,12259,NP_072097.2,VPS11,12258,NP_068375.3,in vivo
VPS33A,15651,NP_075067.2,VPS11,12258,NP_068375.3,in vivo
VPS33A,15651,NP_075067.2,VPS16,12259,NP_072097.2,in vivo
CDK9,16016,NP_001252.1,CTDSPL,12264,BAA21667.1,in vitro
ROPN1,15269,NP_060048.2,SPA17,12272,NP_059121.1,in vitro
CSTA,01697,NP_005204.1,CTSH,00288,NP_004381.2,in vitro
TPRKB,12277,AAN76356.1,TP53RK,12276,NP_291028.3,in vitro;in vivo;yeast 2-hybrid
ZNF622,12278,NP_219482.1,ZNF622,12278,NP_219482.1,in vivo;yeast 2-hybrid
CDON,16372,NP_058648.4,BOC,12280,AAQ88694.1,in vivo
MAP1LC3B,14358,NP_073729.1,ATG7,12293,NP_006386.1,in vitro;in vivo
GABARAPL2,16246,NP_009216.1,ATG7,12293,NP_006386.1,in vitro;in vivo
ATG10,16497,NP_113670.1,ATG7,12293,NP_006386.1,yeast 2-hybrid
CSTB,03091,NP_000091.1,CTSH,00288,NP_004381.2,in vitro;in vivo
NTNG1,16389,NP_001106697.1,LRRC4C,12303,NP_065980.1,in vitro;in vivo
SH2B1,12336,NP_056318.2,KIAA0319,18713,NP_055624.2,yeast 2-hybrid
POLD2,15982,NP_006221.1,KCTD13,12339,NP_849194.1,in vitro;in vivo;yeast 2-hybrid
CNOT6,12341,NP_056270.2,CNOT6,12341,NP_056270.2,in vitro
CTSG,00289,NP_001902.1,C3,00400,NP_000055.2,in vitro
NMT1,01187,NP_066565.1,ARL5A,12343,NP_036229.1,in vitro;in vivo
CRTC2,12347,NP_859066.1,PPP3CA,00234,NP_000935.1,in vitro;in vivo
SIK2,12348,NP_056006.1,CRTC2,12347,NP_859066.1,in vitro;in vivo
FIS1,12352,NP_057152.2,FIS1,12352,NP_057152.2,in vitro
ENAH,12360,NP_001008493.1,ENAH,12360,NP_001008493.1,in vitro;yeast 2-hybrid
NFASC,12372,NP_001005388.2,NFASC,12372,NP_001005388.2,in vitro
CTSG,00289,NP_001902.1,SERPIND1,00795,NP_000176.2,in vitro
SDCBP2,18032,NP_536737.3,NFASC,12372,NP_001005388.2,in vitro;yeast 2-hybrid
NSL1,12378,NP_056286.3,NSL1,12378,NP_056286.3,in vivo
MIS12,12379,NP_076944.1,NSL1,12378,NP_056286.3,in vitro;in vivo
DSN1,16455,NP_079194.3,NSL1,12378,NP_056286.3,in vitro
MIS12,12379,NP_076944.1,MIS12,12379,NP_076944.1,in vivo
DSN1,16455,NP_079194.3,MIS12,12379,NP_076944.1,in vitro;in vivo
ZWINT,18366,NP_127490.1,MIS12,12379,NP_076944.1,in vitro;in vivo
MEGF10,14384,NP_115822.1,AARS2,12397,NP_065796.1,yeast 2-hybrid
JAK1,00992,NP_002218.2,STAT3,00026,NP_644805.1,in vitro;in vivo
CTSG,00289,NP_001902.1,IGFBP3,00899,NP_001013416.1,in vitro;in vivo
TINF2,16056,NP_001092744.1,ACD,12417,NP_001075955.1,in vitro
MIOX,12443,NP_060054.4,MIOX,12443,NP_060054.4,in vitro
ANAPC11,12452,NP_001002244.1,ANAPC11,12452,NP_001002244.1,in vivo
DLGAP4,16826,NP_055717.2,SORBS2,12473,NP_066547.1,in vitro
MPHOSPH6,16111,NP_005783.2,ARHGAP18,12474,NP_277050.2,yeast 2-hybrid
CTSG,00289,NP_001902.1,PARP1,01435,NP_001609.2,in vitro
MEGF10,14384,NP_115822.1,BAHD1,12518,NP_055767.3,yeast 2-hybrid
SDC1,01718,NP_002988.3,CTSG,00289,NP_001902.1,in vitro
PLDN,16055,NP_036520.1,BLOC1S2,12526,NP_776170.2,yeast 2-hybrid
-,13626,NP_001005464.1,BRD7,12531,AAF19526.1,in vitro
HIST4H4,13662,NP_778224.1,BRD7,12531,AAF19526.1,in vitro
BRD7,12531,AAF19526.1,RIF1,10603,NP_060621.3,yeast 2-hybrid
THBS1,01765,NP_003237.2,CTSG,00289,NP_001902.1,in vitro
SLC39A11,15383,NP_001153242.1,C10orf35,12573,NP_660349.1,in vivo
EXOSC10,16180,NP_001001998.1,TOX4,12661,NP_055643.1,yeast 2-hybrid
SPINK7,16850,NP_115955.1,C9orf86,12984,NP_078994.3,yeast 2-hybrid
CABLES2,12994,NP_112492.2,CABLES2,12994,NP_112492.2,in vitro
MEGF10,14384,NP_115822.1,CADPS2,12996,NP_060424.9,yeast 2-hybrid
CAMKK1,13000,NP_757344.2,CALM1,00241,NP_008819.1,in vitro
CANT1,13003,NP_620148.1,CANT1,13003,NP_620148.1,in vitro
F5,01964,NP_000121.2,CTSG,00289,NP_001902.1,in vitro
MLLT1,15933,NP_005925.2,CBX8,13006,NP_065700.1,in vitro;in vivo;yeast 2-hybrid
CDC42BPG,13013,NP_059995.2,CDC42BPG,13013,NP_059995.2,in vitro
CDCA8,13017,NP_060571.1,CDCA8,13017,NP_060571.1,in vitro
CDH9,13021,NP_057363.3,CDH9,13021,NP_057363.3,in vivo
CEPT1,13024,NP_006081.1,CEPT1,13024,NP_006081.1,in vitro;in vivo
KNG1,01970,NP_001095886.1,CTSG,00289,NP_001902.1,in vitro
